fips,case0,case1,case2,case3,case4,case5,case6,case7,case8,case9,case10,case11,case12,case13,case14,case15,case16,case17,case18,case19,case20,case21,case22,case23,case24,case25,case26,case27,case28,case29,case30,case31,case32,case33,case34,case35,case36,case37,death0,death1,death2,death3,death4,death5,death6,death7,death8,death9,death10,death11,death12,death13,death14,death15,death16,death17,death18,death19,death20,death21,death22,death23,death24,death25,death26,death27,death28,death29,death30,death31,death32,death33,death34,death35,death36,death37,total_case,total_death
06015,2.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,22.0,2.0,0.0,1.0,2.0,8.0,2.0,6.0,21.0,1.0,11.0,7.0,10.0,6.0,2.0,5.0,7.0,3.0,7.0,23.0,4.0,5.0,3.0,22.0,17.0,53.0,40.0,98.0,125.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,643,2
06017,22.0,10.0,4.0,6.0,5.0,7.0,10.0,10.0,16.0,16.0,7.0,17.0,28.0,68.0,81.0,87.0,119.0,124.0,92.0,98.0,69.0,55.0,50.0,31.0,32.0,45.0,71.0,59.0,36.0,40.0,73.0,99.0,150.0,293.0,385.0,618.0,821.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4494,8
06019,100.0,91.0,120.0,132.0,172.0,226.0,315.0,261.0,297.0,366.0,467.0,698.0,1229.0,1377.0,2055.0,2048.0,2610.0,1875.0,2592.0,2126.0,3683.0,1772.0,1535.0,770.0,643.0,639.0,656.0,353.0,588.0,794.0,819.0,869.0,1415.0,1942.0,2359.0,2114.0,2963.0,9572.0,1.0,4.0,2.0,0.0,1.0,1.0,7.0,6.0,13.0,8.0,9.0,14.0,6.0,5.0,10.0,13.0,12.0,26.0,33.0,32.0,23.0,37.0,49.0,25.0,18.0,27.0,17.0,7.0,23.0,7.0,7.0,11.0,6.0,11.0,10.0,25.0,36.0,15.0,52643,557
06021,2.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,6.0,18.0,45.0,35.0,42.0,50.0,51.0,60.0,35.0,76.0,0.0,15.0,35.0,47.0,28.0,28.0,25.0,23.0,13.0,18.0,28.0,31.0,54.0,59.0,62.0,127.0,118.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,1273,12
06023,44.0,6.0,2.0,1.0,1.0,1.0,17.0,21.0,6.0,5.0,2.0,4.0,19.0,15.0,21.0,16.0,24.0,28.0,49.0,27.0,36.0,23.0,41.0,38.0,35.0,19.0,17.0,11.0,15.0,18.0,9.0,34.0,53.0,72.0,120.0,164.0,217.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1387,15
06025,55.0,24.0,76.0,96.0,107.0,154.0,274.0,359.0,489.0,934.0,1589.0,643.0,1241.0,998.0,788.0,704.0,536.0,342.0,284.0,365.0,335.0,274.0,374.0,233.0,284.0,277.0,212.0,98.0,265.0,290.0,338.0,360.0,448.0,1018.0,1096.0,595.0,2044.0,1831.0,1.0,2.0,0.0,5.0,1.0,3.0,3.0,8.0,4.0,6.0,10.0,21.0,17.0,33.0,21.0,26.0,20.0,39.0,24.0,13.0,15.0,21.0,3.0,12.0,6.0,3.0,9.0,3.0,6.0,1.0,2.0,3.0,7.0,5.0,3.0,4.0,13.0,21.0,20430,394
06027,10.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,3.0,7.0,7.0,13.0,63.0,37.0,10.0,9.0,3.0,1.0,0.0,4.0,11.0,10.0,15.0,14.0,9.0,12.0,12.0,16.0,38.0,60.0,102.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,490,19
06029,210.0,161.0,239.0,145.0,214.0,259.0,245.0,284.0,388.0,505.0,545.0,598.0,547.0,790.0,1209.0,1389.0,6464.0,5690.0,2744.0,3640.0,1392.0,1303.0,897.0,705.0,698.0,604.0,478.0,488.0,455.0,489.0,533.0,755.0,1164.0,1755.0,2650.0,3228.0,5372.0,7455.0,2.0,1.0,0.0,1.0,4.0,7.0,10.0,4.0,9.0,7.0,8.0,7.0,5.0,16.0,16.0,8.0,18.0,21.0,27.0,33.0,34.0,35.0,23.0,26.0,28.0,17.0,14.0,11.0,16.0,8.0,7.0,6.0,3.0,8.0,8.0,7.0,12.0,12.0,56687,479
06031,5.0,4.0,11.0,27.0,99.0,119.0,107.0,134.0,229.0,748.0,276.0,298.0,261.0,282.0,298.0,311.0,563.0,608.0,73.0,857.0,393.0,400.0,585.0,351.0,229.0,363.0,85.0,277.0,153.0,72.0,346.0,319.0,545.0,494.0,765.0,1080.0,1351.0,1171.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,10.0,10.0,7.0,2.0,5.0,10.0,0.0,8.0,4.0,4.0,4.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,7.0,3.0,14289,101
06033,0.0,4.0,2.0,0.0,1.0,1.0,0.0,4.0,9.0,9.0,2.0,3.0,10.0,42.0,21.0,32.0,28.0,27.0,25.0,48.0,22.0,34.0,36.0,30.0,69.0,80.0,42.0,47.0,30.0,31.0,31.0,26.0,30.0,47.0,86.0,113.0,193.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1399,21
06035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,211.0,22.0,33.0,216.0,64.0,76.0,7.0,57.0,9.0,12.0,4.0,7.0,4.0,9.0,2.0,9.0,6.0,9.0,11.0,17.0,267.0,294.0,418.0,649.0,705.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3861,7
06037,4605.0,3848.0,3568.0,7112.0,5761.0,6347.0,6119.0,6761.0,9625.0,8636.0,9675.0,9652.0,13676.0,12441.0,22568.0,22758.0,19173.0,18532.0,15921.0,14089.0,9795.0,9094.0,7786.0,5634.0,6641.0,7171.0,6650.0,7527.0,6971.0,10801.0,8681.0,12359.0,16572.0,25320.0,29022.0,48517.0,73464.0,97500.0,93.0,151.0,332.0,319.0,314.0,306.0,278.0,299.0,247.0,285.0,270.0,218.0,173.0,172.0,338.0,289.0,267.0,318.0,298.0,279.0,291.0,222.0,241.0,197.0,133.0,174.0,138.0,126.0,95.0,126.0,82.0,99.0,96.0,131.0,226.0,263.0,383.0,548.0,610372,8817
06039,28.0,4.0,1.0,6.0,7.0,20.0,4.0,12.0,22.0,51.0,43.0,116.0,101.0,163.0,315.0,286.0,451.0,313.0,359.0,622.0,415.0,335.0,279.0,197.0,146.0,185.0,161.0,106.0,88.0,145.0,113.0,155.0,177.0,288.0,336.0,487.0,1111.0,961.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,8.0,11.0,9.0,8.0,2.0,5.0,4.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,5.0,5.0,17.0,4.0,8609,111
06041,131.0,23.0,33.0,25.0,27.0,18.0,42.0,70.0,81.0,101.0,146.0,333.0,716.0,973.0,715.0,730.0,460.0,370.0,293.0,423.0,169.0,189.0,229.0,132.0,128.0,137.0,70.0,107.0,111.0,75.0,74.0,101.0,112.0,162.0,198.0,258.0,399.0,490.0,6.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,9.0,12.0,13.0,15.0,9.0,3.0,3.0,10.0,1.0,3.0,13.0,5.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,8851,136
06043,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0,4.0,4.0,11.0,8.0,6.0,4.0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,8.0,2.0,10.0,29.0,25.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,188,4
06045,4.0,0.0,1.0,6.0,1.0,0.0,1.0,8.0,9.0,3.0,5.0,16.0,22.0,9.0,28.0,72.0,64.0,63.0,68.0,149.0,76.0,68.0,64.0,41.0,55.0,75.0,80.0,47.0,45.0,44.0,41.0,51.0,53.0,116.0,100.0,212.0,234.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2159,25
06047,16.0,43.0,27.0,16.0,38.0,23.0,37.0,51.0,32.0,51.0,75.0,155.0,260.0,448.0,612.0,519.0,842.0,1040.0,727.0,1765.0,651.0,462.0,387.0,264.0,209.0,122.0,161.0,116.0,165.0,151.0,209.0,308.0,331.0,673.0,564.0,1341.0,1592.0,1543.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,12.0,23.0,14.0,25.0,10.0,16.0,5.0,7.0,7.0,8.0,3.0,5.0,2.0,3.0,1.0,8.0,5.0,7.0,3.0,12.0,16.0,9.0,16026,216
06049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,12.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,21.0,23.0,19.0,19.0,20.0,43.0,58.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,0
06051,19.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,5.0,5.0,26.0,35.0,31.0,11.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,15.0,142.0,135.0,29.0,46.0,48.0,107.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,772,3
06053,57.0,22.0,40.0,50.0,53.0,45.0,55.0,49.0,138.0,158.0,232.0,282.0,263.0,471.0,625.0,622.0,791.0,844.0,415.0,845.0,917.0,645.0,707.0,435.0,599.0,447.0,412.0,368.0,356.0,378.0,384.0,431.0,565.0,1037.0,1015.0,1984.0,1684.0,3915.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,4.0,8.0,5.0,11.0,5.0,4.0,3.0,6.0,2.0,5.0,3.0,4.0,4.0,7.0,6.0,4.0,8.0,6.0,3.0,14.0,23.0,17.0,22336,170
06055,20.0,12.0,15.0,13.0,10.0,8.0,12.0,11.0,11.0,29.0,42.0,41.0,46.0,106.0,101.0,106.0,154.0,151.0,158.0,160.0,111.0,86.0,72.0,68.0,61.0,65.0,68.0,58.0,60.0,87.0,86.0,161.0,251.0,278.0,270.0,444.0,622.0,634.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,4688,24
06057,31.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,2.0,23.0,33.0,21.0,34.0,41.0,51.0,44.0,23.0,50.0,34.0,32.0,18.0,27.0,23.0,27.0,10.0,19.0,19.0,27.0,34.0,57.0,123.0,193.0,169.0,385.0,393.0,258.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,18.0,2220,39
06059,786.0,435.0,335.0,413.0,667.0,744.0,842.0,935.0,943.0,1221.0,948.0,1719.0,2474.0,3729.0,7710.0,5110.0,4942.0,2880.0,2243.0,4291.0,2434.0,2389.0,1319.0,1251.0,1113.0,1196.0,1288.0,1174.0,1141.0,1654.0,1556.0,1861.0,2843.0,4556.0,7619.0,8092.0,14540.0,22288.0,14.0,4.0,14.0,6.0,14.0,22.0,12.0,44.0,16.0,30.0,41.0,50.0,56.0,40.0,58.0,73.0,68.0,87.0,71.0,89.0,87.0,79.0,76.0,42.0,34.0,87.0,72.0,54.0,69.0,35.0,39.0,23.0,18.0,27.0,26.0,41.0,62.0,80.0,121681,1760
80006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
06061,97.0,26.0,8.0,8.0,20.0,9.0,6.0,11.0,29.0,61.0,83.0,132.0,121.0,217.0,227.0,225.0,325.0,307.0,274.0,396.0,158.0,207.0,207.0,147.0,127.0,139.0,61.0,122.0,130.0,208.0,265.0,339.0,442.0,553.0,667.0,1107.0,1443.0,2091.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,8.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,3.0,4.0,1.0,6.0,18.0,11.0,10995,103
06063,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,6.0,6.0,5.0,5.0,1.0,5.0,1.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,14.0,17.0,14.0,37.0,37.0,32.0,63.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,405,1
06065,638.0,793.0,1026.0,858.0,764.0,913.0,626.0,846.0,1022.0,1291.0,1713.0,2288.0,2865.0,3807.0,5315.0,3930.0,4772.0,3544.0,3441.0,5210.0,3820.0,2378.0,2127.0,1086.0,1608.0,1497.0,1756.0,1890.0,1460.0,2473.0,2293.0,2646.0,3484.0,5433.0,6156.0,9486.0,20074.0,27046.0,15.0,26.0,28.0,43.0,44.0,48.0,38.0,48.0,33.0,32.0,28.0,27.0,28.0,41.0,58.0,50.0,50.0,58.0,104.0,82.0,46.0,80.0,60.0,36.0,50.0,36.0,42.0,25.0,13.0,10.0,40.0,14.0,34.0,33.0,37.0,35.0,101.0,171.0,142375,1744
06067,390.0,263.0,261.0,105.0,88.0,58.0,57.0,67.0,111.0,137.0,179.0,353.0,597.0,1338.0,1335.0,1354.0,1861.0,1266.0,975.0,2820.0,1632.0,1903.0,1663.0,1250.0,1108.0,1012.0,672.0,794.0,543.0,1072.0,921.0,1345.0,2307.0,3028.0,3714.0,4517.0,6377.0,6530.0,10.0,14.0,9.0,8.0,1.0,8.0,4.0,2.0,0.0,3.0,4.0,4.0,0.0,3.0,12.0,15.0,7.0,30.0,28.0,38.0,35.0,40.0,53.0,23.0,25.0,31.0,24.0,20.0,18.0,16.0,16.0,8.0,12.0,26.0,20.0,48.0,56.0,71.0,54003,741
06069,23.0,12.0,9.0,3.0,4.0,4.0,5.0,9.0,18.0,18.0,16.0,43.0,41.0,60.0,71.0,101.0,88.0,97.0,87.0,106.0,132.0,134.0,96.0,46.0,67.0,50.0,22.0,19.0,20.0,35.0,28.0,45.0,84.0,118.0,154.0,259.0,277.0,453.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2854,23
06071,353.0,457.0,409.0,447.0,516.0,720.0,561.0,852.0,885.0,840.0,1121.0,1798.0,2331.0,2386.0,5236.0,4654.0,3230.0,5900.0,2756.0,4886.0,4265.0,2542.0,2180.0,1218.0,1744.0,2099.0,1625.0,1823.0,1768.0,2751.0,2599.0,3290.0,5673.0,10286.0,7963.0,11747.0,20353.0,33391.0,13.0,12.0,32.0,23.0,17.0,17.0,41.0,21.0,28.0,20.0,5.0,4.0,15.0,21.0,35.0,24.0,44.0,45.0,85.0,66.0,123.0,25.0,49.0,49.0,94.0,17.0,37.0,24.0,12.0,74.0,6.0,15.0,4.0,30.0,2.0,46.0,40.0,112.0,157655,1327
06073,1112.0,581.0,465.0,785.0,768.0,951.0,1000.0,897.0,826.0,960.0,969.0,1170.0,2353.0,2859.0,3675.0,3743.0,2984.0,2950.0,2731.0,2286.0,2138.0,1844.0,2295.0,2072.0,1879.0,2038.0,1869.0,1943.0,1839.0,2332.0,2436.0,2906.0,4025.0,7028.0,9309.0,10450.0,12000.0,20504.0,17.0,27.0,26.0,41.0,23.0,35.0,40.0,40.0,20.0,27.0,23.0,19.0,22.0,27.0,35.0,56.0,46.0,37.0,25.0,36.0,38.0,19.0,25.0,30.0,62.0,0.0,23.0,27.0,44.0,0.0,23.0,17.0,18.0,40.0,31.0,58.0,82.0,143.0,122972,1280
06075,529.0,328.0,280.0,217.0,189.0,348.0,163.0,296.0,182.0,180.0,194.0,152.0,410.0,308.0,650.0,690.0,671.0,936.0,709.0,725.0,634.0,558.0,490.0,424.0,433.0,380.0,338.0,206.0,220.0,229.0,330.0,461.0,656.0,811.0,1050.0,1122.0,1747.0,2069.0,8.0,5.0,7.0,2.0,7.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,4.0,5.0,6.0,2.0,5.0,9.0,3.0,4.0,7.0,4.0,6.0,16.0,10.0,7.0,8.0,3.0,4.0,3.0,2.0,4.0,3.0,9.0,20315,176
06077,185.0,72.0,143.0,105.0,55.0,45.0,65.0,82.0,106.0,260.0,429.0,972.0,574.0,1381.0,1805.0,1540.0,2307.0,1357.0,820.0,2348.0,1237.0,1226.0,1324.0,581.0,774.0,401.0,291.0,343.0,359.0,443.0,476.0,529.0,882.0,1132.0,1092.0,2065.0,4238.0,4440.0,11.0,3.0,3.0,7.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,6.0,4.0,3.0,13.0,15.0,27.0,58.0,43.0,50.0,34.0,12.0,61.0,15.0,31.0,27.0,29.0,3.0,11.0,5.0,5.0,0.0,7.0,2.0,0.0,20.0,12.0,27.0,36484,561
06079,93.0,17.0,21.0,34.0,31.0,18.0,29.0,16.0,10.0,22.0,33.0,80.0,104.0,193.0,204.0,308.0,287.0,283.0,310.0,346.0,226.0,217.0,192.0,148.0,138.0,184.0,141.0,157.0,143.0,156.0,157.0,270.0,470.0,569.0,522.0,411.0,912.0,1146.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,7.0,0.0,3.0,3.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,4.0,13.0,8598,59
06081,538.0,114.0,186.0,181.0,214.0,192.0,177.0,231.0,271.0,226.0,203.0,188.0,362.0,453.0,413.0,516.0,557.0,522.0,566.0,842.0,583.0,539.0,543.0,460.0,445.0,321.0,364.0,303.0,233.0,332.0,296.0,439.0,655.0,738.0,945.0,1320.0,2256.0,2755.0,13.0,8.0,7.0,13.0,10.0,5.0,10.0,10.0,8.0,4.0,11.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,6.0,2.0,3.0,4.0,4.0,4.0,7.0,2.0,3.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,6.0,3.0,19.0,20479,198
06083,152.0,108.0,113.0,96.0,37.0,744.0,168.0,133.0,98.0,138.0,184.0,348.0,393.0,549.0,670.0,828.0,817.0,591.0,537.0,570.0,379.0,361.0,347.0,247.0,238.0,191.0,212.0,159.0,152.0,200.0,184.0,184.0,287.0,424.0,501.0,607.0,1050.0,1379.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,3.0,3.0,4.0,6.0,1.0,2.0,1.0,0.0,28.0,9.0,8.0,10.0,5.0,5.0,8.0,5.0,3.0,2.0,1.0,3.0,1.0,8.0,3.0,0.0,2.0,2.0,3.0,2.0,7.0,14376,147
06085,1148.0,336.0,386.0,170.0,165.0,102.0,111.0,153.0,160.0,189.0,237.0,301.0,526.0,1093.0,906.0,1317.0,1533.0,1488.0,1154.0,2390.0,1631.0,1517.0,1177.0,1227.0,835.0,778.0,704.0,685.0,633.0,962.0,972.0,1151.0,1840.0,2434.0,3321.0,4656.0,7598.0,8919.0,39.0,11.0,23.0,26.0,15.0,14.0,7.0,4.0,2.0,3.0,6.0,2.0,3.0,5.0,6.0,11.0,7.0,7.0,12.0,5.0,16.0,21.0,12.0,23.0,16.0,15.0,22.0,24.0,16.0,15.0,18.0,24.0,14.0,19.0,13.0,27.0,23.0,57.0,54905,583
06087,59.0,21.0,21.0,14.0,19.0,7.0,16.0,35.0,20.0,14.0,29.0,31.0,63.0,106.0,113.0,204.0,126.0,254.0,86.0,182.0,197.0,130.0,176.0,98.0,168.0,141.0,151.0,82.0,119.0,89.0,113.0,190.0,282.0,463.0,539.0,627.0,779.0,1074.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,12.0,13.0,17.0,6838,70
06089,12.0,12.0,2.0,4.0,1.0,0.0,2.0,3.0,1.0,5.0,7.0,31.0,21.0,47.0,39.0,40.0,64.0,78.0,49.0,70.0,43.0,31.0,19.0,31.0,56.0,138.0,240.0,307.0,313.0,180.0,202.0,427.0,508.0,914.0,821.0,772.0,1363.0,268.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,2.0,5.0,1.0,1.0,3.0,2.0,6.0,5.0,6.0,5.0,8.0,7121,66
06091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0
06093,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,7.0,5.0,4.0,10.0,3.0,17.0,12.0,20.0,18.0,12.0,5.0,16.0,11.0,6.0,4.0,2.0,12.0,5.0,9.0,48.0,51.0,80.0,123.0,129.0,162.0,128.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1019,8
06095,73.0,48.0,48.0,30.0,67.0,85.0,59.0,45.0,62.0,49.0,91.0,203.0,258.0,358.0,599.0,479.0,575.0,482.0,418.0,567.0,452.0,340.0,283.0,149.0,265.0,224.0,211.0,230.0,259.0,277.0,348.0,498.0,597.0,620.0,695.0,1369.0,1320.0,2275.0,1.0,1.0,0.0,2.0,1.0,2.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,7.0,8.0,8.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,4.0,6.0,2.0,15008,93
06097,105.0,40.0,35.0,37.0,31.0,52.0,64.0,103.0,81.0,76.0,98.0,113.0,171.0,353.0,291.0,418.0,398.0,478.0,487.0,726.0,910.0,587.0,488.0,524.0,332.0,371.0,383.0,600.0,458.0,353.0,523.0,562.0,499.0,616.0,686.0,1049.0,1200.0,1963.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,5.0,5.0,13.0,10.0,4.0,21.0,6.0,15.0,15.0,6.0,8.0,0.0,4.0,3.0,5.0,2.0,10.0,3.0,6.0,2.0,3.0,2.0,12.0,16261,174
