fips,case0,case1,case2,case3,case4,case5,case6,case7,case8,case9,case10,case11,case12,case13,case14,case15,case16,case17,case18,case19,case20,case21,case22,case23,case24,case25,case26,case27,case28,case29,case30,case31,case32,case33,case34,case35,case36,case37,death0,death1,death2,death3,death4,death5,death6,death7,death8,death9,death10,death11,death12,death13,death14,death15,death16,death17,death18,death19,death20,death21,death22,death23,death24,death25,death26,death27,death28,death29,death30,death31,death32,death33,death34,death35,death36,death37,total_case,total_death
22105,131.0,187.0,122.0,86.0,58.0,68.0,67.0,48.0,87.0,81.0,104.0,73.0,136.0,214.0,412.0,343.0,475.0,345.0,360.0,267.0,235.0,86.0,149.0,121.0,110.0,76.0,97.0,246.0,75.0,100.0,88.0,69.0,167.0,907.0,381.0,481.0,665.0,529.0,2.0,5.0,11.0,3.0,2.0,4.0,4.0,0.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,8.0,10.0,8.0,8.0,6.0,10.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,9.0,4.0,2.0,8.0,2.0,8246,155
22107,0.0,1.0,0.0,0.0,1.0,4.0,0.0,5.0,1.0,10.0,1.0,2.0,0.0,2.0,6.0,6.0,9.0,9.0,14.0,24.0,30.0,13.0,14.0,4.0,3.0,3.0,2.0,0.0,24.0,1.0,0.0,1.0,3.0,14.0,11.0,5.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,253,3
22109,143.0,105.0,62.0,56.0,90.0,67.0,44.0,56.0,44.0,71.0,54.0,47.0,92.0,216.0,441.0,375.0,369.0,361.0,293.0,174.0,125.0,9.0,91.0,100.0,81.0,57.0,38.0,55.0,63.0,76.0,25.0,42.0,109.0,272.0,152.0,288.0,256.0,351.0,5.0,9.0,7.0,5.0,7.0,4.0,6.0,2.0,6.0,4.0,2.0,3.0,0.0,1.0,5.0,2.0,1.0,5.0,11.0,1.0,7.0,4.0,2.0,7.0,3.0,4.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,6.0,2.0,3.0,2.0,2.0,5350,143
90022,31.0,23.0,3.0,6.0,0.0,1.0,8.0,31.0,0.0,36.0,173.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,203.0,25.0,3.0,647.0,189.0,48.0,104.0,191.0,204.0,1149.0,557.0,652.0,718.0,628.0,2284.0,0.0,25.0,22.0,6.0,0.0,0.0,3.0,0.0,62.0,0.0,31.0,0.0,96.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,5.0,18.0,22.0,0.0,7.0,0.0,12.0,8.0,3.0,7.0,6.0,8.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,398,0
22111,19.0,26.0,30.0,27.0,29.0,31.0,74.0,51.0,26.0,31.0,65.0,0.0,30.0,36.0,33.0,21.0,38.0,63.0,79.0,62.0,35.0,46.0,37.0,43.0,42.0,23.0,34.0,23.0,38.0,40.0,29.0,29.0,46.0,136.0,70.0,63.0,75.0,83.0,0.0,3.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1629,62
22113,15.0,9.0,6.0,4.0,4.0,3.0,3.0,6.0,3.0,8.0,18.0,51.0,90.0,77.0,235.0,185.0,279.0,228.0,305.0,185.0,54.0,96.0,37.0,66.0,24.0,47.0,13.0,18.0,11.0,34.0,17.0,31.0,100.0,142.0,177.0,160.0,163.0,212.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,7.0,4.0,4.0,12.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0,3116,82
22115,11.0,3.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,8.0,18.0,23.0,33.0,57.0,99.0,83.0,198.0,119.0,85.0,58.0,63.0,82.0,15.0,35.0,23.0,25.0,29.0,13.0,17.0,4.0,16.0,17.0,40.0,142.0,98.0,83.0,167.0,157.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,6.0,3.0,6.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,5.0,1832,71
22117,75.0,67.0,46.0,53.0,41.0,53.0,28.0,20.0,36.0,43.0,66.0,51.0,46.0,80.0,119.0,95.0,140.0,107.0,81.0,73.0,63.0,63.0,58.0,46.0,37.0,37.0,30.0,29.0,25.0,29.0,16.0,25.0,33.0,339.0,114.0,103.0,174.0,268.0,2.0,5.0,4.0,3.0,7.0,5.0,6.0,4.0,2.0,4.0,1.0,1.0,2.0,0.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,2809,82
22119,42.0,18.0,16.0,6.0,10.0,5.0,16.0,13.0,21.0,32.0,63.0,74.0,75.0,40.0,97.0,73.0,144.0,66.0,57.0,71.0,38.0,43.0,44.0,55.0,55.0,58.0,75.0,44.0,61.0,40.0,38.0,56.0,66.0,232.0,157.0,137.0,158.0,163.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,4.0,6.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,2.0,2459,62
22121,40.0,26.0,20.0,6.0,18.0,12.0,26.0,6.0,7.0,22.0,19.0,30.0,11.0,47.0,81.0,84.0,69.0,89.0,88.0,53.0,17.0,55.0,15.0,30.0,7.0,25.0,12.0,18.0,9.0,18.0,4.0,48.0,67.0,149.0,96.0,101.0,121.0,95.0,4.0,5.0,1.0,5.0,4.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1641,47
22123,0.0,4.0,0.0,0.0,0.0,0.0,8.0,21.0,28.0,13.0,30.0,1.0,9.0,27.0,28.0,22.0,27.0,29.0,40.0,20.0,10.0,0.0,5.0,15.0,4.0,9.0,5.0,4.0,7.0,10.0,6.0,14.0,29.0,136.0,78.0,84.0,45.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,813,27
22125,18.0,27.0,29.0,23.0,45.0,41.0,1.0,10.0,14.0,12.0,9.0,0.0,15.0,6.0,14.0,18.0,36.0,7.0,23.0,54.0,67.0,81.0,64.0,17.0,50.0,74.0,0.0,9.0,6.0,0.0,21.0,0.0,4.0,15.0,22.0,19.0,32.0,37.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889,25
22127,2.0,7.0,7.0,4.0,21.0,10.0,29.0,32.0,51.0,20.0,28.0,14.0,13.0,10.0,39.0,24.0,40.0,23.0,39.0,54.0,38.0,37.0,31.0,13.0,17.0,19.0,17.0,7.0,20.0,14.0,15.0,20.0,41.0,150.0,65.0,59.0,66.0,65.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,1161,29
23001,20.0,7.0,8.0,3.0,16.0,28.0,38.0,107.0,60.0,59.0,73.0,29.0,21.0,25.0,7.0,8.0,23.0,18.0,8.0,17.0,15.0,20.0,10.0,14.0,40.0,32.0,52.0,41.0,33.0,13.0,28.0,78.0,216.0,160.0,127.0,219.0,237.0,222.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,13.0,6.0,6.0,2132,42
23003,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,5.0,9.0,12.0,8.0,35.0,49.0,89.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,401,3
23005,231.0,53.0,85.0,57.0,101.0,158.0,136.0,188.0,137.0,144.0,124.0,120.0,122.0,137.0,68.0,77.0,66.0,43.0,35.0,40.0,36.0,25.0,29.0,29.0,32.0,33.0,38.0,39.0,38.0,42.0,158.0,298.0,253.0,316.0,242.0,367.0,697.0,898.0,5.0,7.0,2.0,10.0,3.0,3.0,5.0,5.0,10.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,5692,83
23007,4.0,3.0,4.0,15.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,4.0,4.0,0.0,5.0,6.0,1.0,8.0,42.0,21.0,47.0,18.0,41.0,81.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,384,5
23009,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,8.0,5.0,5.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,10.0,21.0,71.0,43.0,28.0,74.0,73.0,89.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,472,10
23011,21.0,10.0,65.0,4.0,4.0,5.0,11.0,6.0,2.0,2.0,6.0,1.0,6.0,3.0,0.0,1.0,10.0,10.0,3.0,1.0,8.0,8.0,6.0,6.0,6.0,9.0,10.0,34.0,30.0,21.0,44.0,92.0,111.0,101.0,100.0,205.0,239.0,190.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,8.0,1391,27
23013,9.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,8.0,7.0,6.0,1.0,35.0,41.0,26.0,22.0,21.0,23.0,12.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,294,4
23015,8.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,8.0,0.0,2.0,8.0,5.0,12.0,26.0,29.0,19.0,27.0,11.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,234,2
80023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23017,11.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,14.0,0.0,0.0,3.0,1.0,7.0,2.0,5.0,0.0,6.0,0.0,4.0,2.0,1.0,11.0,11.0,32.0,26.0,12.0,2.0,3.0,1.0,20.0,13.0,37.0,50.0,48.0,125.0,155.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,846,12
23019,22.0,12.0,7.0,9.0,32.0,7.0,4.0,5.0,2.0,1.0,1.0,0.0,3.0,9.0,8.0,9.0,8.0,7.0,6.0,18.0,42.0,16.0,12.0,10.0,2.0,1.0,7.0,8.0,3.0,14.0,25.0,52.0,113.0,154.0,191.0,237.0,194.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,1520,16
23021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,11.0,7.0,19.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90,1
23023,13.0,2.0,0.0,2.0,2.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,10.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,8.0,8.0,19.0,13.0,21.0,31.0,22.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,0
23025,3.0,3.0,9.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,6.0,8.0,11.0,13.0,11.0,0.0,1.0,22.0,19.0,6.0,60.0,75.0,56.0,73.0,37.0,53.0,57.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,625,20
90023,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0
23027,3.0,24.0,15.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0,23.0,41.0,11.0,19.0,19.0,11.0,22.0,31.0,24.0,54.0,0.0,2.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,334,17
23029,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,11.0,38.0,35.0,37.0,37.0,11.0,8.0,13.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,290,2
23031,95.0,48.0,32.0,16.0,19.0,46.0,32.0,49.0,44.0,39.0,18.0,20.0,39.0,52.0,21.0,20.0,24.0,36.0,20.0,14.0,53.0,85.0,49.0,105.0,69.0,108.0,76.0,40.0,44.0,51.0,71.0,131.0,172.0,257.0,236.0,328.0,583.0,594.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,8.0,6.0,3736,48
24001,3.0,8.0,22.0,72.0,16.0,23.0,16.0,8.0,9.0,7.0,3.0,1.0,16.0,4.0,8.0,16.0,20.0,15.0,20.0,51.0,29.0,24.0,12.0,12.0,28.0,18.0,31.0,21.0,38.0,73.0,142.0,257.0,497.0,762.0,746.0,905.0,657.0,416.0,0.0,0.0,1.0,2.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,17.0,21.0,18.0,29.0,19.0,5006,135
24003,289.0,326.0,390.0,425.0,455.0,487.0,429.0,481.0,461.0,467.0,312.0,358.0,162.0,197.0,232.0,431.0,441.0,512.0,440.0,323.0,304.0,342.0,435.0,366.0,494.0,374.0,390.0,409.0,490.0,423.0,557.0,768.0,978.0,1346.0,1110.0,1554.0,1908.0,1589.0,6.0,13.0,22.0,29.0,24.0,23.0,24.0,9.0,22.0,13.0,7.0,8.0,6.0,3.0,1.0,3.0,1.0,3.0,5.0,7.0,1.0,6.0,4.0,0.0,4.0,3.0,5.0,3.0,8.0,5.0,10.0,5.0,5.0,6.0,4.0,5.0,7.0,18.0,21455,328
24005,491.0,682.0,491.0,723.0,796.0,554.0,812.0,741.0,665.0,741.0,411.0,373.0,320.0,434.0,441.0,842.0,1276.0,1204.0,1063.0,787.0,738.0,689.0,807.0,567.0,717.0,417.0,503.0,602.0,607.0,614.0,909.0,1250.0,1746.0,2570.0,2169.0,2325.0,2462.0,1992.0,4.0,22.0,19.0,34.0,60.0,46.0,55.0,59.0,41.0,44.0,32.0,32.0,17.0,15.0,17.0,12.0,15.0,25.0,12.0,13.0,12.0,14.0,8.0,2.0,7.0,5.0,10.0,10.0,11.0,9.0,11.0,10.0,9.0,11.0,28.0,33.0,51.0,46.0,35531,861
24510,343.0,413.0,622.0,413.0,446.0,971.0,511.0,954.0,891.0,577.0,492.0,360.0,370.0,494.0,510.0,917.0,926.0,1196.0,969.0,966.0,556.0,486.0,384.0,416.0,21.0,280.0,414.0,492.0,383.0,539.0,664.0,1089.0,1405.0,1996.0,1654.0,1832.0,1844.0,1360.0,6.0,16.0,21.0,35.0,48.0,37.0,37.0,29.0,25.0,22.0,21.0,16.0,20.0,11.0,20.0,14.0,19.0,12.0,19.0,13.0,8.0,11.0,9.0,3.0,8.0,7.0,0.0,5.0,5.0,5.0,3.0,11.0,8.0,15.0,24.0,30.0,29.0,36.0,29156,657
24009,33.0,49.0,27.0,21.0,30.0,42.0,35.0,61.0,36.0,20.0,19.0,20.0,15.0,11.0,26.0,38.0,45.0,84.0,73.0,48.0,26.0,24.0,29.0,42.0,51.0,34.0,62.0,56.0,56.0,45.0,46.0,66.0,80.0,106.0,99.0,150.0,144.0,126.0,1.0,0.0,1.0,5.0,4.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,3.0,2.0,1975,44
24011,4.0,11.0,18.0,28.0,18.0,31.0,90.0,31.0,22.0,17.0,12.0,8.0,25.0,7.0,12.0,18.0,41.0,37.0,15.0,15.0,17.0,19.0,67.0,43.0,26.0,12.0,18.0,18.0,19.0,30.0,31.0,17.0,27.0,56.0,85.0,94.0,109.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1205,10
24013,134.0,80.0,94.0,76.0,96.0,71.0,82.0,132.0,115.0,70.0,33.0,45.0,76.0,52.0,54.0,46.0,99.0,112.0,70.0,66.0,35.0,41.0,90.0,73.0,58.0,44.0,56.0,69.0,59.0,64.0,102.0,127.0,261.0,296.0,276.0,340.0,462.0,484.0,6.0,19.0,3.0,8.0,10.0,12.0,8.0,10.0,14.0,11.0,4.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,7.0,11.0,2.0,4540,155
24015,33.0,33.0,65.0,15.0,41.0,32.0,89.0,34.0,24.0,33.0,40.0,21.0,13.0,17.0,36.0,24.0,46.0,34.0,68.0,26.0,33.0,19.0,62.0,66.0,81.0,71.0,62.0,45.0,99.0,48.0,62.0,87.0,111.0,250.0,225.0,302.0,438.0,306.0,1.0,0.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,5.0,9.0,3091,65
24017,95.0,140.0,112.0,136.0,139.0,107.0,115.0,125.0,116.0,111.0,68.0,40.0,58.0,68.0,72.0,91.0,126.0,136.0,145.0,152.0,98.0,116.0,84.0,104.0,132.0,67.0,88.0,81.0,85.0,83.0,136.0,193.0,251.0,320.0,286.0,390.0,404.0,375.0,1.0,4.0,11.0,19.0,12.0,6.0,9.0,7.0,3.0,9.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,5.0,5445,117
24019,1.0,7.0,12.0,18.0,21.0,32.0,20.0,15.0,15.0,13.0,7.0,19.0,3.0,9.0,17.0,29.0,67.0,44.0,22.0,31.0,25.0,24.0,34.0,29.0,54.0,24.0,21.0,20.0,46.0,82.0,60.0,37.0,47.0,45.0,48.0,63.0,91.0,72.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1224,17
24021,73.0,268.0,216.0,257.0,162.0,237.0,189.0,259.0,229.0,210.0,151.0,129.0,85.0,81.0,40.0,115.0,169.0,119.0,66.0,141.0,125.0,138.0,132.0,126.0,179.0,123.0,156.0,139.0,184.0,145.0,214.0,259.0,379.0,541.0,624.0,917.0,973.0,966.0,3.0,8.0,20.0,14.0,14.0,13.0,17.0,7.0,9.0,6.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,6.0,2.0,6.0,5.0,11.0,9516,170
24023,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,9.0,11.0,9.0,1.0,6.0,9.0,3.0,2.0,1.0,3.0,5.0,0.0,4.0,3.0,17.0,27.0,27.0,24.0,100.0,196.0,231.0,242.0,203.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,14.0,1291,31
24025,44.0,76.0,75.0,107.0,166.0,121.0,89.0,86.0,97.0,86.0,57.0,48.0,38.0,86.0,86.0,118.0,199.0,201.0,154.0,191.0,160.0,152.0,175.0,169.0,134.0,93.0,116.0,122.0,128.0,139.0,167.0,319.0,533.0,812.0,596.0,579.0,577.0,555.0,0.0,1.0,4.0,6.0,5.0,9.0,8.0,13.0,3.0,3.0,6.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,4.0,7.0,13.0,10.0,12.0,7651,131
