fips,65yrs,minority,black,hispanic,population,perc_65yrs,perc_minority,perc_black,perc_hispanic,poverty,perc_poverty,income,risk_flu,perc_rural_pop,perc_urban_pop
13109,1737,3697,3316,1255,10654,0.163037,0.347006,0.311245,0.117796,2742,26.600000,37319,-0.520540,61.300000,38.700000
13111,8017,871,234,685,26188,0.306133,0.033260,0.008935,0.026157,4318,16.800000,43439,-0.525650,100.000000,0.000000
13113,21440,38133,28899,8563,114421,0.187378,0.333269,0.252567,0.074838,5689,5.000000,95021,-0.314720,18.200000,81.800000
13115,16779,19336,14727,11416,98498,0.170349,0.196309,0.149516,0.115901,19427,20.700000,44906,-0.311440,36.800000,63.200000
13117,30187,54675,10661,23606,244252,0.123590,0.223847,0.043648,0.096646,11808,5.000000,105921,-0.315670,9.900000,90.100000
13119,4477,3092,2217,1124,23349,0.191743,0.132425,0.094951,0.048139,3634,16.400000,42904,-0.475480,88.900000,11.100000
13121,127765,580099,473020,76773,1063937,0.120087,0.545238,0.444594,0.072159,137929,13.500000,70808,-0.171730,1.100000,98.900000
13123,8011,1413,431,3708,31369,0.255380,0.045044,0.013740,0.118206,5309,17.400000,47757,-0.511400,87.600000,12.400000
13125,544,323,254,55,2971,0.183103,0.108718,0.085493,0.018512,509,17.500000,42820,-0.818970,100.000000,0.000000
13127,17998,26300,22694,5830,85292,0.211016,0.308352,0.266074,0.068353,13913,16.600000,53906,-0.367880,20.600000,79.400000
13129,8856,4914,2551,9569,57963,0.152787,0.084778,0.044011,0.165088,9526,16.800000,49101,-0.378790,51.600000,48.400000
13131,4563,8263,7330,2970,24633,0.185239,0.335444,0.297568,0.120570,4889,20.000000,41002,-0.511730,62.400000,37.600000
13133,5362,6739,6021,1179,18324,0.292622,0.367769,0.328585,0.064342,3365,19.300000,54016,-0.598140,82.700000,17.300000
13135,97934,432479,278745,203623,936250,0.104602,0.461927,0.297725,0.217488,84763,9.200000,72008,-0.213880,0.500000,99.500000
13137,8500,4240,1768,7047,45328,0.187522,0.093540,0.039005,0.155467,6363,14.900000,51829,-0.446210,58.800000,41.200000
13139,31489,26518,16578,59460,204441,0.154025,0.129710,0.081089,0.290842,26249,13.200000,61631,-0.260610,20.600000,79.400000
13141,2015,6216,6008,230,8457,0.238264,0.735012,0.710417,0.027196,2187,30.700000,31716,-0.639120,61.600000,38.400000
13143,4832,2227,1340,589,29792,0.162191,0.074752,0.044979,0.019770,4626,15.900000,47662,-0.470860,77.400000,22.600000
13145,6807,7171,5867,1363,35236,0.193183,0.203513,0.166506,0.038682,2958,8.700000,74686,-0.523990,96.700000,3.300000
13147,5788,5805,5003,991,26205,0.220874,0.221523,0.190918,0.037817,3796,15.000000,47171,-0.542120,74.500000,25.500000
13149,2180,1561,1164,350,11923,0.182840,0.130923,0.097626,0.029355,2004,17.100000,46218,-0.630920,100.000000,0.000000
13151,28018,128696,113483,16983,234561,0.119449,0.548668,0.483810,0.072403,17086,7.500000,72970,-0.327710,13.900000,86.100000
13153,20492,62894,51923,10357,157863,0.129809,0.398409,0.328912,0.065608,18519,12.100000,60728,-0.337240,10.000000,90.000000
13155,1696,2838,2621,363,9416,0.180119,0.301402,0.278356,0.038551,2040,24.300000,38156,-0.629680,64.700000,35.300000
13157,10699,8578,5405,6153,72977,0.146608,0.117544,0.074064,0.084314,6059,8.700000,68984,-0.346190,60.000000,40.000000
13159,2520,3149,2768,577,14219,0.177228,0.221464,0.194669,0.040580,2138,15.400000,51241,-0.604930,81.800000,18.200000
13161,2440,2771,2313,1940,15115,0.161429,0.183328,0.153027,0.128349,3063,20.600000,37211,-0.627370,69.500000,30.500000
13163,2896,8401,8080,622,15362,0.188517,0.546869,0.525973,0.040490,3328,22.300000,38274,-0.317540,80.700000,19.300000
13165,1507,3935,3696,542,8676,0.173698,0.453550,0.426003,0.062471,2374,31.800000,31419,-0.749730,66.100000,33.900000
13167,1790,3490,3306,272,9643,0.185627,0.361921,0.342839,0.028207,2415,30.000000,34849,-0.550750,65.400000,34.600000
13169,5264,7931,7253,532,28735,0.183191,0.276005,0.252410,0.018514,4098,14.500000,55737,-0.518300,67.700000,32.300000
13171,3316,6247,5679,503,19077,0.173822,0.327462,0.297688,0.026367,3064,17.300000,48323,-0.565460,60.900000,39.100000
13173,1470,2829,2298,664,10423,0.141034,0.271419,0.220474,0.063705,2043,20.300000,41564,-0.651200,71.100000,28.900000
13175,8594,19186,17832,1369,47546,0.180751,0.403525,0.375047,0.028793,11375,24.600000,42114,-0.331750,56.600000,43.400000
13177,3905,8294,6969,960,29992,0.130201,0.276540,0.232362,0.032009,3579,12.400000,66090,-0.533290,36.200000,63.800000
13179,5908,32629,27627,7775,61435,0.096167,0.531114,0.449695,0.126557,9562,16.100000,47685,-0.460140,23.200000,76.800000
13181,1944,2513,2292,166,7921,0.245424,0.317258,0.289357,0.020957,1346,17.200000,46967,-0.747980,100.000000,0.000000
13183,1987,6721,5380,2157,19559,0.101590,0.343627,0.275065,0.110282,3134,16.800000,46428,-0.707260,81.300000,18.700000
13185,14794,49837,43896,7014,117406,0.126007,0.424484,0.373882,0.059741,28539,25.900000,41820,-0.391540,27.200000,72.800000
13187,5987,1782,585,1710,33610,0.178132,0.053020,0.017406,0.050878,4494,14.900000,55583,-0.594670,83.900000,16.100000
13189,3853,9454,8846,714,21312,0.180790,0.443600,0.415071,0.033502,4223,19.900000,42768,-0.579770,61.000000,39.000000
13191,4046,5233,4816,325,14378,0.281402,0.363959,0.334956,0.022604,3055,21.500000,42513,-0.615220,74.300000,25.700000
13193,2344,8297,7863,581,12947,0.181046,0.640843,0.607322,0.044875,3417,30.500000,32868,-0.597160,53.200000,46.800000
13195,5197,4187,2861,1815,29880,0.173929,0.140127,0.095750,0.060743,4722,16.100000,51338,-0.452170,91.900000,8.100000
13197,1743,2977,2587,645,8359,0.208518,0.356143,0.309487,0.077162,1884,22.800000,39114,-0.710330,100.000000,0.000000
13199,4409,8778,8151,527,21167,0.208296,0.414702,0.385081,0.024897,5071,24.400000,38886,-0.580680,83.300000,16.700000
13201,1287,1776,1617,163,5718,0.225079,0.310598,0.282791,0.028506,1246,22.400000,42483,-0.634370,100.000000,0.000000
13205,3687,11077,10498,1047,21863,0.168641,0.506655,0.480172,0.047889,5849,29.300000,36788,-0.508830,54.500000,45.500000
13207,5283,7007,6264,650,27578,0.191566,0.254079,0.227138,0.023570,3411,13.000000,59362,-0.538970,80.200000,19.800000
13209,1606,2577,2377,643,9172,0.175098,0.280964,0.259158,0.070105,1847,22.100000,41834,-0.624010,98.700000,1.300000
13211,3944,4779,4207,621,19276,0.204607,0.247925,0.218251,0.032216,2374,12.700000,57978,-0.514340,75.400000,24.600000
13213,6137,1744,497,6288,40096,0.153058,0.043496,0.012395,0.156824,5987,15.200000,46810,-0.435670,70.100000,29.900000
13215,26880,107273,93905,15087,195769,0.137305,0.547957,0.479672,0.077065,37759,20.100000,46628,-0.326500,3.000000,97.000000
13217,14847,57793,53322,6802,111744,0.132866,0.517191,0.477180,0.060871,15946,14.800000,56598,-0.314940,31.200000,68.800000
13219,6364,4745,2089,2311,40280,0.157994,0.117800,0.051862,0.057373,2215,5.700000,99497,-0.372640,50.300000,49.700000
13221,2958,3137,2634,763,15259,0.193853,0.205584,0.172619,0.050003,2049,13.800000,51105,-0.635940,99.300000,0.700000
13223,18389,43806,36886,11906,168667,0.109025,0.259719,0.218691,0.070589,12654,7.800000,73309,-0.386930,20.100000,79.900000
13225,4546,13263,12239,2302,27546,0.165033,0.481486,0.444311,0.083569,6240,24.000000,46525,-0.432030,38.200000,61.800000
13227,7282,1317,424,1028,32591,0.223436,0.040410,0.013010,0.031542,3462,11.000000,65062,-0.470420,73.100000,26.900000
13229,3395,2339,1719,999,19465,0.174416,0.120164,0.088312,0.051323,3490,18.100000,44389,-0.483180,79.400000,20.600000
13231,3067,2176,1739,332,18962,0.161745,0.114756,0.091710,0.017509,1947,10.600000,66901,-0.488570,99.000000,1.000000
13233,6695,7066,5448,5783,42613,0.157112,0.165818,0.127848,0.135710,9079,21.800000,43679,-0.369260,51.400000,48.600000
13235,2550,3941,3562,397,11137,0.228967,0.353865,0.319835,0.035647,2361,23.900000,40582,-0.640460,66.700000,33.300000
13237,5496,6388,5822,1369,22119,0.248474,0.288801,0.263213,0.061892,3488,16.100000,51205,-0.613340,80.900000,19.100000
13239,705,1169,1116,47,2299,0.306655,0.508482,0.485428,0.020444,580,25.500000,33908,-0.848550,73.100000,26.900000
13241,4819,857,272,1346,17137,0.281204,0.050009,0.015872,0.078544,2346,14.200000,44213,-0.606420,79.300000,20.700000
13243,1677,4279,4168,181,6778,0.247418,0.631307,0.614931,0.026704,2008,30.800000,28298,-0.722710,50.600000,49.400000
13245,29363,127291,116947,10260,202518,0.144990,0.628542,0.577465,0.050662,41554,21.900000,40168,-0.381310,9.200000,90.800000
13247,13574,57277,52824,9519,90896,0.149336,0.630138,0.581148,0.104724,11803,13.200000,59673,-0.371410,14.900000,85.100000
13249,938,1270,1065,301,5257,0.178429,0.241583,0.202587,0.057257,945,18.100000,45378,-0.673330,100.000000,0.000000
13251,2730,6073,5720,352,13966,0.195475,0.434842,0.409566,0.025204,3493,25.900000,39048,-0.617660,78.900000,21.100000
13253,1876,2902,2681,291,8090,0.231891,0.358714,0.331397,0.035970,2083,25.400000,36869,-0.597280,68.600000,31.400000
13255,12178,25662,23294,3319,66703,0.182570,0.384720,0.349220,0.049758,11184,17.300000,43510,-0.390790,41.600000,58.400000
13257,5121,3884,2847,1005,25925,0.197531,0.149817,0.109817,0.038766,4092,16.300000,45850,-0.475650,58.600000,41.400000
13259,996,3596,3209,2209,6621,0.150430,0.543120,0.484670,0.333635,1757,37.900000,33053,-0.730830,100.000000,0.000000
13261,5174,16599,15620,1826,29524,0.175247,0.562221,0.529061,0.061848,7208,25.700000,37562,-0.425230,41.800000,58.200000
13263,1577,3559,3415,181,6195,0.254560,0.574496,0.551251,0.029217,1550,24.800000,37265,-0.740730,93.900000,6.100000
13265,431,905,847,62,1537,0.280416,0.588809,0.551074,0.040338,395,24.600000,34090,-0.922950,100.000000,0.000000
13267,3803,8288,7459,3089,25286,0.150399,0.327770,0.294985,0.122162,5298,25.600000,41440,-0.438190,68.200000,31.800000
13269,1677,3225,3019,211,8020,0.209102,0.402120,0.376434,0.026309,1813,22.900000,36310,-0.650840,100.000000,0.000000
13271,2976,6251,5853,2411,15860,0.187642,0.394136,0.369042,0.152018,4042,31.900000,34297,-0.590820,47.000000,53.000000
13273,1713,5344,5123,245,8531,0.200797,0.626421,0.600516,0.028719,2311,27.800000,35290,-0.664670,51.000000,49.000000
13275,8304,17534,16103,1748,44451,0.186812,0.394457,0.362264,0.039324,8846,20.200000,41642,-0.444250,46.000000,54.000000
13277,6259,13923,12492,4954,40644,0.153996,0.342560,0.307352,0.121888,7636,19.600000,45680,-0.416630,40.800000,59.200000
13279,4549,7946,7056,3173,26830,0.169549,0.296161,0.262989,0.118263,6615,24.900000,37148,-0.513740,51.100000,48.900000
13281,4206,451,140,389,12037,0.349423,0.037468,0.011631,0.032317,1704,16.000000,45853,-0.664490,100.000000,0.000000
13283,1289,2323,2199,208,6901,0.186785,0.336618,0.318649,0.030141,1684,26.300000,35069,-0.647840,58.900000,41.100000
13285,10638,28820,25546,2609,69922,0.152141,0.412174,0.365350,0.037313,13643,20.200000,45234,-0.423820,44.300000,55.700000
13287,1596,3440,3194,386,7985,0.199875,0.430808,0.400000,0.048341,2109,27.900000,33261,-0.602900,49.700000,50.300000
13289,1895,3512,3303,219,8120,0.233374,0.432512,0.406773,0.026970,1719,21.300000,42054,-0.675230,100.000000,0.000000
13291,8263,775,213,874,24511,0.337114,0.031618,0.008690,0.035657,3268,13.800000,45943,-0.581150,100.000000,0.000000
13293,4882,8227,7488,628,26320,0.185486,0.312576,0.284498,0.023860,5566,21.600000,40965,-0.511590,46.900000,53.100000
13295,13199,5090,3060,1740,69761,0.189203,0.072963,0.043864,0.024942,10542,15.500000,43767,-0.379110,43.900000,56.100000
13297,14868,21590,17842,4654,94593,0.157179,0.228241,0.188619,0.049200,10993,11.900000,65416,-0.308980,42.700000,57.300000
13299,6272,12030,10788,1574,35734,0.175519,0.336654,0.301897,0.044048,7827,23.600000,38357,-0.458190,29.400000,70.600000
13301,1216,3179,3065,88,5254,0.231443,0.605063,0.583365,0.016749,1330,25.700000,38352,-0.815700,100.000000,0.000000
13303,3627,11388,10966,534,20374,0.178021,0.558948,0.538235,0.026210,4787,25.900000,39444,-0.500820,65.600000,34.400000
13305,4783,7103,6032,1948,29927,0.159822,0.237344,0.201557,0.065092,5147,18.600000,44607,-0.567750,57.900000,42.100000
13307,619,1173,1099,130,2607,0.237438,0.449942,0.421557,0.049866,592,22.700000,38187,-0.840100,100.000000,0.000000
13309,1159,3107,2967,423,7855,0.147549,0.395544,0.377721,0.053851,2116,39.600000,32691,-0.633500,100.000000,0.000000
13311,7191,1515,625,1034,30798,0.233489,0.049192,0.020294,0.033574,4118,14.100000,51579,-0.561070,83.800000,16.200000
13313,15045,9847,4607,38014,104628,0.143795,0.094114,0.044032,0.363325,14567,14.200000,47074,-0.390960,29.100000,70.900000
13315,1569,3214,2979,429,8635,0.181702,0.372206,0.344991,0.049682,2101,30.800000,35961,-0.626090,100.000000,0.000000
13317,2320,4325,4018,525,9777,0.237292,0.442365,0.410965,0.053697,1965,20.300000,39361,-0.681720,67.400000,32.600000
13319,1808,3647,3405,277,8954,0.201921,0.407304,0.380277,0.030936,2062,23.300000,41036,-0.604880,100.000000,0.000000
13321,4024,6159,5670,487,20247,0.198745,0.304193,0.280041,0.024053,4128,20.500000,48708,-0.568560,69.200000,30.800000
15001,44041,132909,1704,25999,201513,0.218552,0.659555,0.008456,0.129019,30903,15.600000,56383,-0.810330,38.000000,62.000000
15003,177668,764197,27466,97281,974563,0.182305,0.784143,0.028183,0.099820,73345,7.700000,83695,-0.434840,0.900000,99.100000
15007,14951,48409,487,8213,72293,0.206811,0.669622,0.006736,0.113607,6021,8.500000,73981,-0.929400,12.900000,87.100000
15009,31749,108978,1301,19370,167417,0.189640,0.650937,0.007771,0.115699,14130,8.600000,78503,-0.847040,14.600000,85.400000
16001,71958,39037,6635,41045,481587,0.149418,0.081059,0.013777,0.085229,44434,9.700000,66827,-0.360650,5.500000,94.500000
16003,1284,244,16,155,4294,0.299022,0.056823,0.003726,0.036097,554,13.200000,45311,-1.035090,100.000000,0.000000
16005,12894,8253,959,7838,87808,0.146843,0.093989,0.010922,0.089263,11768,13.800000,51300,-0.637650,15.700000,84.300000
16007,1265,212,23,263,6125,0.206531,0.034612,0.003755,0.042939,642,10.700000,53780,-0.885420,100.000000,0.000000
16009,2118,1236,43,356,9298,0.227791,0.132932,0.004625,0.038288,1342,14.700000,48451,-0.952390,71.900000,28.100000
16011,6788,5161,281,8367,46811,0.145009,0.110252,0.006003,0.178740,5510,12.000000,50941,-0.650990,56.000000,44.000000
16013,4683,1237,153,5407,23021,0.203423,0.053734,0.006646,0.234873,1575,7.000000,76113,-0.906860,32.800000,67.200000
16015,2058,432,36,404,7831,0.262802,0.055165,0.004597,0.051590,974,12.800000,56837,-1.014830,100.000000,0.000000
16017,11614,2074,147,1553,45739,0.253919,0.045344,0.003214,0.033954,6240,14.100000,51373,-0.867110,72.400000,27.600000
16019,16112,6706,879,15940,119062,0.135324,0.056324,0.007383,0.133880,12262,10.600000,60444,-0.528960,12.900000,87.100000
16021,2825,704,85,622,12245,0.230706,0.057493,0.006942,0.050796,1603,13.500000,47118,-1.034970,76.200000,23.800000
16023,614,112,11,139,2597,0.236427,0.043127,0.004236,0.053523,392,15.100000,50050,-1.024440,100.000000,0.000000
16027,32213,15652,1911,58947,229849,0.140149,0.068097,0.008314,0.256460,25416,11.500000,53381,-0.476320,19.900000,80.100000
16029,1241,203,9,456,7155,0.173445,0.028372,0.001258,0.063732,624,8.900000,61219,-0.854250,59.900000,40.100000
16031,3473,1277,210,6531,24030,0.144528,0.053142,0.008739,0.271785,3046,13.000000,51804,-0.531640,51.500000,48.500000
16033,164,65,10,376,845,0.194083,0.076923,0.011834,0.444970,132,15.500000,48471,-1.047310,100.000000,0.000000
16035,2451,577,55,363,8756,0.279922,0.065898,0.006281,0.041457,1242,15.500000,46417,-0.991510,58.600000,41.400000
16037,1298,179,25,199,4315,0.300811,0.041483,0.005794,0.046118,625,14.700000,47682,-1.047280,100.000000,0.000000
16039,3880,3345,841,4887,27511,0.141034,0.121588,0.030570,0.177638,3435,12.900000,49344,-0.877090,26.900000,73.100000
16041,2029,435,47,945,13876,0.146224,0.031349,0.003387,0.068103,1194,8.800000,58170,-0.861620,66.200000,33.800000
16043,2286,524,110,1642,13099,0.174517,0.040003,0.008398,0.125353,1940,15.300000,51155,-0.876310,72.000000,28.000000
16045,3986,898,46,1562,18112,0.220075,0.049580,0.002540,0.086241,2338,13.400000,49857,-0.868480,45.000000,55.000000
16047,2712,872,89,4429,15179,0.178668,0.057448,0.005863,0.291785,2071,13.700000,51302,-0.916920,58.100000,41.900000
16049,4773,1108,85,593,16667,0.286374,0.066479,0.005100,0.035579,2587,16.200000,40569,-1.015090,80.600000,19.400000
16051,3455,1311,147,3164,29871,0.115664,0.043889,0.004921,0.105922,2657,9.100000,61927,-0.776110,66.600000,33.400000
16053,3232,1300,188,9112,24412,0.132394,0.053252,0.007701,0.373259,2974,12.500000,54020,-0.829820,51.300000,48.700000
16055,32193,9064,700,8186,165697,0.194288,0.054702,0.004225,0.049403,16417,10.300000,56188,-0.564870,24.200000,75.800000
16057,5650,3073,452,1817,40108,0.140870,0.076618,0.011270,0.045303,4737,12.700000,49538,-0.861770,35.000000,65.000000
16059,2459,345,29,284,8027,0.306341,0.042980,0.003613,0.035381,1154,14.700000,44248,-0.999370,61.100000,38.900000
16061,1031,481,24,182,3838,0.268629,0.125326,0.006253,0.047421,542,14.200000,44911,-1.035090,100.000000,0.000000
16063,759,305,28,1686,5366,0.141446,0.056839,0.005218,0.314201,731,13.800000,50464,-1.009430,100.000000,0.000000
16065,2829,1954,301,3098,39907,0.070890,0.048964,0.007543,0.077630,9232,23.900000,41827,-0.780300,28.500000,71.500000
16067,3417,1224,177,7568,21039,0.162413,0.058178,0.008413,0.359713,2577,12.400000,53447,-0.554390,44.200000,55.800000
16069,8168,4115,215,1632,40408,0.202138,0.101836,0.005321,0.040388,5223,13.300000,54476,-0.703390,19.200000,80.800000
16071,926,116,17,201,4531,0.204370,0.025601,0.003752,0.044361,502,11.300000,52602,-0.984650,100.000000,0.000000
16073,2134,992,108,3046,11823,0.180496,0.083904,0.009135,0.257633,1692,14.700000,48192,-0.796530,77.300000,22.700000
16075,4461,1465,117,4189,23951,0.186255,0.061167,0.004885,0.174899,2988,12.800000,51835,-0.810290,42.700000,57.300000
16077,1203,602,84,2655,7681,0.156620,0.078375,0.010936,0.345658,1056,13.700000,51921,-0.963330,42.600000,57.400000
16079,2981,778,86,463,12882,0.231408,0.060394,0.006676,0.035942,2371,18.800000,36085,-0.930670,56.000000,44.000000
16081,1596,416,55,2027,12142,0.131445,0.034261,0.004530,0.166941,888,7.600000,68749,-0.969780,100.000000,0.000000
16083,13589,5494,790,14845,86878,0.156415,0.063238,0.009093,0.170872,11547,13.600000,51594,-0.676300,28.000000,72.000000
16085,2955,475,54,532,11392,0.259393,0.041696,0.004740,0.046699,921,8.400000,60285,-0.983700,100.000000,0.000000
16087,2643,585,62,1714,10194,0.259270,0.057387,0.006082,0.168138,1537,15.300000,43402,-0.861790,45.600000,54.400000
17001,13513,4737,2557,1161,65435,0.206510,0.072392,0.039077,0.017743,7803,12.300000,55174,-0.556190,32.600000,67.400000
17003,1332,2021,1830,107,5761,0.231210,0.350807,0.317653,0.018573,1650,27.600000,35249,-0.807430,61.900000,38.100000
17005,3194,1552,1041,594,16426,0.194448,0.094484,0.063375,0.036162,2075,13.800000,54800,-0.624460,60.700000,39.300000
17007,8642,4014,1503,12187,53544,0.161400,0.074966,0.028070,0.227607,4909,9.200000,74507,-0.431480,19.400000,80.600000
17009,925,1413,1242,456,6578,0.140620,0.214807,0.188811,0.069322,674,14.800000,55327,-0.826650,41.100000,58.900000
17011,7339,1314,343,3086,32628,0.224930,0.040272,0.010512,0.094581,3751,11.600000,56099,-0.595100,57.400000,42.600000
17013,1143,81,21,68,4739,0.241190,0.017092,0.004431,0.014349,520,11.000000,56099,-0.881280,100.000000,0.000000
17015,3691,542,157,559,14305,0.258022,0.037889,0.010975,0.039077,1598,11.400000,51963,-0.676610,81.900000,18.100000
17017,2218,1011,624,2349,12147,0.182597,0.083230,0.051371,0.193381,1448,12.000000,52486,-0.700900,52.100000,47.900000
17019,27827,59133,29029,13117,209689,0.132706,0.282003,0.138438,0.062555,37121,19.200000,53251,-0.487170,12.700000,87.300000
17021,6532,1213,520,555,32304,0.202204,0.037550,0.016097,0.017181,3882,12.500000,52936,-0.583220,43.500000,56.500000
17023,3115,328,75,237,15441,0.201736,0.021242,0.004857,0.015349,1702,11.100000,54092,-0.633640,59.500000,40.500000
17025,2738,361,76,213,13184,0.207676,0.027382,0.005765,0.016156,1865,14.300000,45427,-0.683360,64.700000,35.300000
17027,6745,2267,1376,1198,37562,0.179570,0.060354,0.036633,0.031894,2924,8.200000,66597,-0.562950,48.800000,51.200000
17029,8848,3638,2041,1380,50621,0.174789,0.071867,0.040319,0.027261,9554,20.000000,47291,-0.555140,24.300000,75.700000
17031,776229,1780150,1226489,1319283,5150233,0.150717,0.345645,0.238142,0.256160,701869,13.800000,63347,-0.128540,0.000000,100.000000
17033,3622,1408,970,431,18667,0.194032,0.075427,0.051963,0.023089,2052,11.800000,52313,-0.614820,60.200000,39.800000
17035,2198,267,54,119,10766,0.204161,0.024800,0.005016,0.011053,1248,11.700000,60572,-0.709410,100.000000,0.000000
17037,13552,14350,8742,12222,104897,0.129193,0.136801,0.083339,0.116514,12877,13.100000,63274,-0.428110,20.300000,79.700000
17039,3092,480,153,436,15638,0.197723,0.030694,0.009784,0.027881,1707,11.000000,55300,-0.644770,48.800000,51.200000
17041,3568,622,134,1423,19465,0.183303,0.031955,0.006884,0.073106,1764,9.200000,56976,-0.775240,61.600000,38.400000
17043,148998,189607,48820,134510,922921,0.161442,0.205442,0.052897,0.145744,60169,6.600000,93540,-0.155100,0.000000,100.000000
17045,3867,386,102,231,17161,0.225337,0.022493,0.005944,0.013461,2297,13.500000,51577,-0.787580,51.800000,48.200000
17047,1399,173,34,89,6395,0.218765,0.027052,0.005317,0.013917,701,11.100000,51280,-0.698350,100.000000,0.000000
17049,6087,835,212,782,34008,0.178987,0.024553,0.006234,0.022995,3277,9.700000,60773,-0.368430,59.700000,40.300000
17051,4136,1383,974,392,21336,0.193851,0.064820,0.045651,0.018373,2924,14.900000,47484,-0.558990,67.000000,33.000000
17053,2496,460,139,481,12961,0.192578,0.035491,0.010724,0.037111,1248,9.700000,55357,-0.699410,41.800000,58.200000
17055,8024,1101,235,663,38469,0.208584,0.028620,0.006109,0.017235,7358,19.400000,42071,-0.529680,48.600000,51.400000
17057,7278,2113,1400,1075,34340,0.211939,0.061532,0.040769,0.031305,4559,14.200000,51258,-0.634960,60.000000,40.000000
17059,1179,156,34,77,4828,0.244200,0.032312,0.007042,0.015949,1029,20.500000,43330,-0.811440,100.000000,0.000000
17061,2598,351,172,168,12969,0.200324,0.027065,0.013262,0.012954,1772,13.900000,47314,-0.728890,70.800000,29.200000
17063,7440,2256,924,5372,51054,0.145728,0.044189,0.018098,0.105222,2991,5.900000,79348,-0.419000,24.400000,75.600000
17065,1816,201,52,153,8116,0.223756,0.024766,0.006407,0.018852,990,12.300000,53028,-0.742610,68.100000,31.900000
17067,4169,452,114,278,17708,0.235430,0.025525,0.006438,0.015699,1955,11.100000,53553,-0.705710,71.000000,29.000000
17069,1021,122,17,93,3821,0.267208,0.031929,0.004449,0.024339,778,20.000000,41713,-0.854090,100.000000,0.000000
17071,1687,186,41,123,6646,0.253837,0.027987,0.006169,0.018507,748,11.300000,53632,-0.845420,99.700000,0.300000
17073,10217,2142,969,2928,48913,0.208881,0.043792,0.019811,0.059861,5558,11.500000,58042,-0.604480,50.300000,49.700000
17075,5967,985,331,1978,27114,0.220071,0.036328,0.012208,0.072951,2669,9.900000,55247,-0.563090,71.700000,28.300000
17077,9240,12656,8628,2641,56750,0.162819,0.223013,0.152035,0.046537,13868,25.700000,41445,-0.558380,37.200000,62.800000
17079,1900,161,29,177,9610,0.197711,0.016753,0.003018,0.018418,972,10.200000,54552,-0.587450,69.900000,30.100000
17081,7332,4763,3357,1095,37684,0.194565,0.126393,0.089083,0.029057,5811,16.300000,47425,-0.580230,58.800000,41.200000
17083,4317,765,175,314,21773,0.198273,0.035135,0.008037,0.014422,1864,8.900000,59117,-0.724680,60.600000,39.400000
17085,6125,575,163,670,21235,0.288439,0.027078,0.007676,0.031552,1656,7.800000,56832,-0.726250,72.600000,27.400000
17087,2718,1119,883,390,12417,0.218893,0.090118,0.071112,0.031409,1364,12.200000,53884,-0.746350,100.000000,0.000000
17089,75941,71598,31910,172361,532403,0.142638,0.134481,0.059936,0.323742,45180,8.600000,79834,-0.204090,3.600000,96.400000
17091,19031,20477,16479,11917,109862,0.173226,0.186388,0.149997,0.108472,16873,16.200000,53884,-0.298330,24.500000,75.500000
17093,13824,18154,10261,25862,128990,0.107171,0.140740,0.079549,0.200496,5332,4.200000,93345,-0.383590,10.400000,89.600000
17095,10904,6247,4143,2992,49699,0.219401,0.125697,0.083362,0.060202,7558,16.400000,44553,-0.607400,24.300000,75.700000
17097,103201,133058,52106,156272,696535,0.148163,0.191028,0.074807,0.224356,54353,8.000000,87336,-0.191250,1.300000,98.700000
17099,21033,6171,3129,11142,108669,0.193551,0.056787,0.028794,0.102532,14384,13.600000,54063,-0.325210,30.200000,69.800000
17101,2800,1951,1609,624,15678,0.178594,0.124442,0.102628,0.039801,2326,17.500000,43767,-0.552050,58.000000,42.000000
17103,6878,2837,1911,2248,34096,0.201725,0.083206,0.056048,0.065931,3148,10.100000,54915,-0.602120,53.200000,46.800000
17105,6913,2534,1521,1694,35648,0.193924,0.071084,0.042667,0.047520,4220,12.600000,59323,-0.565670,40.800000,59.200000
17107,5331,3238,2441,992,28618,0.186281,0.113146,0.085296,0.034663,2706,10.900000,52959,-0.528750,39.900000,60.100000
17109,5387,3000,1630,874,29682,0.181490,0.101071,0.054915,0.029445,5821,21.900000,42887,-0.747020,29.500000,70.500000
17111,46900,21589,5518,42737,307774,0.152385,0.070146,0.017929,0.138858,18136,5.900000,86268,-0.200900,9.900000,90.100000
17113,23622,27976,14401,8862,171517,0.137724,0.163109,0.083963,0.051668,23366,14.400000,67087,-0.364560,16.500000,83.500000
17115,21195,23199,18465,2489,104009,0.203780,0.223048,0.177533,0.023931,17557,17.400000,50684,-0.313840,15.300000,84.700000
17117,9145,1320,434,568,44926,0.203557,0.029382,0.009660,0.012643,5740,12.900000,53409,-0.483670,58.500000,41.500000
17119,46334,32522,23226,9035,262966,0.176198,0.123674,0.088323,0.034358,35925,13.800000,60121,-0.313700,13.300000,86.700000
17121,7366,2705,1594,799,37205,0.197984,0.072705,0.042844,0.021476,7154,19.500000,46096,-0.484210,45.100000,54.900000
17123,2700,351,83,339,11438,0.236055,0.030687,0.007257,0.029638,1066,9.500000,57422,-0.716380,100.000000,0.000000
17125,2994,357,89,163,13359,0.224119,0.026724,0.006662,0.012202,1948,14.600000,48764,-0.621910,77.500000,22.500000
17127,2948,1326,840,437,13772,0.214058,0.096282,0.060993,0.031731,2377,17.200000,43783,-0.747900,50.500000,49.500000
17129,2442,383,111,196,12196,0.200230,0.031404,0.009101,0.016071,1092,9.000000,74872,-0.764220,75.700000,24.300000
